Owner,Contact,Where I Live,Investor Name,Firm,Year Joined Firm,Current Fund Size,Current Fund Vintage,Company Stage,Where I Invest,Typical Check Size,Sectors I Focus On,Select Past Investments,Probably Wouldn't Invest,Notes
MP,,NYC,Peter Casella,Point72 Ventures,2016,balance sheet,2016,"Seed,Series A,Series B",US,"$500K-$1M, $1-$3M",Fin-Tech,"Cloud9,Quantopian",,"invests in technology that affects the full trade lifecycle, from research to settlements"
JR,,NYC,Ben Sun,Primary Venture Partners,,$71M,,"Seed, Series A","US, NYC","$250-$500K, $500K-$1M",E-Commerce,"Coupang, Jet.com, Maple, MakespaceBounce, ExchangePS, Dept, Simplereach, Makespace, Renzell, MyPizza, PenroseHill, ShopTalk, Maple Raden, Derby Games, Eloquii, Guest of a Guest",Will not invest outside of NY,Predominantly likes to lead rounds. Only invests in NY based Ecommerce & Enterprise SaaS Companies
JR,,NYC,Brad Svrluga,Primary Venture Partners,2003,$71M,,"Seed, Series A","US, NYC","$250-$500K, $500K-$1M",Enterprise / SaaS,"Healthify, CredSimple, AlloyBench, The Square Foot, Vestwell, Latch, Reonomy, Drawbridge Networks, Handshake, FieldLens, Apprenda, Auterra, Amicus",Will not invest outside of NY,Predominantly likes to lead rounds. Only invests in NY based Ecommerce & Enterprise SaaS Companies
CN,,NYC,Alexis Egan,Providence Equity Partners - Growth,2014,$315M,2015,"Series B, Growth","NYC, SFBA, LA, US",$10M+,"Ad-Tech, Cloud, Data / Analytics, E-Commerce, Enterprise / SaaS, Entertainment / Gaming / Sports, Fin-Tech, Health-Tech, Mobile, Social / Messaging, Security",Ministry Brands,,
CN,,NYC,Marco J. Ferrari,Providence Equity Partners - Growth,2014,$315M,2015,"Series B, Growth","NYC, SFBA, LA, US",$10M+,"Ad-Tech, Cloud, Data / Analytics, E-Commerce, Enterprise / SaaS, Entertainment / Gaming / Sports, Fin-Tech, Health-Tech, Mobile, Social / Messaging, Security",Ministry Brands,,
DK,,NYC,,Prudential,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,,
,,,Brandon Maier,Quake Capital Partners,2016,$2.75M,2016,Seed,Global,$0-$250K,All,,Anything with FDA approval,
DK,,NYC,Pedro Torres-Mackie,Quotidian Ventures,,,,"Pre-Seed, Seed   ",US,$0-$250K,All,"August, Bench, Tapad, Thinkful",,
,,,Josh Kuzon,Reciprocal Ventures,2016,$60M,2017,"Seed, Series A, Series B","NYC, SFBA, LA, US, Europe, Israel","$250-$500K, $500K-$1M, $1-$3M","AI / ML, Bitcoin / Blockchain, Data / Analytics, Enterprise / SaaS, Fin-Tech","DataMinr, Square, CardFlight, AppZen",,"Focused primarily on companies that are serving enterprise customers (B2B, B2B2C models)"
,,,Brett Topche,Red & Blue Ventures,2016,$20M,2016,"Pre-Seed, Seed, Series A","NYC, US","$0-$250K, $250-$500K, $500K-$1M","Ad-Tech, AI / ML, Bitcoin / Blockchain, Bots, Cloud, Consumer, Data / Analytics, Developer Tools, E-Commerce, Ed-Tech, Enterprise / SaaS, Entertainment / Gaming / Sports, Fin-Tech, Hardware / IoT, Health-Tech, HR, Infrastructure, Marketing, Marketplaces, Media / Publishing, Mobile, Robotics / Drones, Social / Messaging, Security, VR / AR, Wearables","Quidsi, Jet.com, Warby Parker, goTenna, Curalate","We don't invest in life sciences (biotech, med device, diagnostics) and would have a hard time doing advanced materials.","Invested previously with a similar strategy under the MentorTech Ventures funds. HQ is Philly, but in NYC frequently."
,,,Meghan Cross,Red Bear Angels,2015,N/A,N/A,"Pre-Seed, Seed, Series A, Series B","NYC, SFBA, LA, US",$250-$500K,All,"Datalogue, Lyft, ProducePay, TruMid, ",,"Angel group investing in companies led by Cornell alumni, students, & researchers"
JR,,NYC,Scott Birnbaum,Red Sea Ventures,2015,$30M,2013,"Pre-Seed, Seed, Series A","NYC, SFBA, LA, US","$0-$250K, $250-$500K",All,"Sweetgreen, Nest, Outdoor Voices, Elite Daily","Alcohol, Drugs, Gambling",
,,,Jason Fiedler,Red Sea Ventures,2015,$30M,2013,"Pre-Seed, Seed, Series A",NYC,"$0-$250K, $250-$500K","Cloud, Consumer, E-Commerce, Enterprise / SaaS, Marketplaces, Mobile","Sweetgreen, Nest, Elite Daily",Biotech,
MP,,NYC,Dave Eisenberg,Red Swan Ventures,2012,$10M,2014,"Pre-Seed, Seed, Series A","NYC, SFBA, LA, US",$0-$250K,All,"Warby Parker, Seatgeek, Modern Meadow, Hightower, Coinbase, Oscar Health ",,(no new investments as of 4/1/16) http://blogs.wsj.com/venturecapital/2016/04/01/red-swan-ventures-takes-a-break-reconsiders-future/
MP (from DK),Joshua Ernst,NYC,Chris Young,Revel Partners,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd
MP (from DK),Joshua Ernst,NYC,Joe Apprendi,Revel Partners,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd
MP (from DK),Joshua Ernst,NYC,Joshua Ernst,Revel Partners,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd
DK,,NYC,David S. Rose,Rose Tech Ventures,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd
MP (from JR),Gregory Minevich,NYC,Michael Murphy,Rosecliff Ventures,2015,$20M,2016,"Pre-Seed, Seed, Series A",Global,"$0-$250K, $250-$500K, $500K-$1M",All,"Allbirds, JuicePress, Wheelsup, Nuzzel, RTS, Goby, Trustify, Twist, WSC ",n/a,
MP (from JR),Lynn Greenberg,NYC,Michael Caso,Rosecliff Ventures,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd
JB,,NYC,Raju Rishi,RRE Ventures,2015,$280M,2015,"Seed, Series A, Series B","NYC, SFBA, LA, US","$0-$250K, $250-$500K, $500K-$1M, $1-$3M, $3-$10M","Ad-Tech, AI / ML, Bitcoin / Blockchain, Bots, Cloud, Consumer, Data / Analytics, Developer Tools, E-Commerce, Enterprise / SaaS, Entertainment / Gaming / Sports, Fin-Tech, Hardware / IoT, Health-Tech, HR, Infrastructure, Marketing, Marketplaces, Media / Publishing, Mobile, Pharma / Life Sciences, Real Estate, Robotics / Drones, Social / Messaging, Security, Transportation, VR / AR, Wearables, Space","BuzzFeed, Giphy, Venmo, OnDeck, Datadog, Bitly, The Outline, NodeSource","Companies that have not yet moved to the United States, even if they plan to.",Participate in Seed Rounds ($250k avg); not core focus of fund. Bread and butter is leading or occasionally co-leading Series A/B and taking a board seat ($1-8M initial check).
JB,,NYC,Steve Schlafman,RRE Ventures,2013,$280M,2014,"Seed, Series A, Series B","NYC, SFBA, LA, US, Canada","$250-$500K, $500K-$1M, $1-$3M, $3-$10M","Bitcoin / Blockchain, Bots, Clean-Tech / Energy, Consumer, E-Commerce, Health-Tech, Marketplaces, Media / Publishing, Mobile, Social / Messaging","Managed by Q, Breather, Giphy, theSkimm, Hightower, Brightwheel, The Black Tux",Biotech that requires FDA approval,Check out my blog www.schlaf.me or my twitter www.twitter.com/schlaf
JB,,NYC,Stuart Ellman,RRE Ventures,1994,$280M,2014,"Seed, Series A, Series B","NYC, SFBA, LA, US","$0-$250K, $250-$500K, $500K-$1M, $1-$3M, $3-$10M","Consumer, Enterprise / SaaS, Fin-Tech, Hardware / IoT, Health-Tech, Media / Publishing, Robotics / Drones, Security, Real Estate","Business Insider, Clearpath Robotics, Bark Box, Airware, OneDrop",,
JB,,NYC,Jim Robinson IV,RRE Ventures,1994,$280M,2014,"Seed, Series A, Series B","NYC, SFBA, LA, US","$0-$250K, $250-$500K, $500K-$1M, $1-$3M, $3-$10M","AI / ML, Bitcoin / Blockchain, Bots, Cloud, Data / Analytics, Enterprise / SaaS, Hardware / IoT, Infrastructure, VR / AR","8i, Chain, Netsertive, itBit, olo ",,
JB,,NYC,Will Porteous,RRE Ventures,2000,$280M,2014,"Seed, Series A, Series B","NYC, SFBA, LA, US","$0-$250K, $250-$500K, $500K-$1M, $1-$3M, $3-$10M","Hardware / IoT, Infrastructure, Media / Publishing, Robotics / Drones, Space","BuzzFeed, The Outline, Paperless Post, Spire, SpaceFlight",,
,,,Siraj Iqbal,RSC Capital,2016,$200M,2016,"Series A, Series B, Growth","US, Canada","$1-$3M, $3-$10M, $10M+","Consumer, Fin-Tech, Real Estate","SoFi, HotelTonight",,
,,,Siraj Iqbal,RSC Capital,2016,$200M,2016,"Series A, Series B, Growth","US, Canada","$1-$3M, $3-$10M, $10M+","Consumer, Fin-Tech, Real Estate","SoFi, HotelTonight",,
MP (from DK),Dimitri Boguslavsky,NYC,Kirill Sheynkman,RTP Ventures,,,,,,,,,,
MP (from DK),Dimitri Boguslavsky,NYC,Leonid Boguslavsky,RTP Ventures,,,,,,,,,,
MP,,NYC,Joshua Siegel,Rubicon Venture Capital,2013,n/a,2014,"Seed,Series A,Series B","US,Global",$0-$250K,"Consumer, Hardware / IoT,Enterprise / SaaS","Superhuman,TodayTix","Municipalities,Utilities,Schools,Hospitals",
MP (from JR),Anna Garcia,NYC,Marc Michel,Runway Ventures,,,,,,,,,,
,,,Nick Nigam,Samsung Next,2015,$150M,2016,"Pre-Seed, Seed, Series A, Series B","US, Europe","$0-$250K, $250-$500K, $500K-$1M, $1-$3M","Ad-Tech, Cloud, Consumer, Entertainment / Gaming / Sports, Media / Publishing, Mobile, Social / Messaging, VR / AR",,,
JR,,NYC,Brad Harrison,Scout Ventures,2009,$11.5M,2013,"Pre-Seed, Seed","NYC, LA, US","$0-$250K, $250-$500K","Ad-Tech, AI / ML, Bitcoin / Blockchain, Bots, Consumer, Data / Analytics, E-Commerce, Enterprise / SaaS, Entertainment / Gaming / Sports, Fin-Tech, Hardware / IoT, Marketing, Marketplaces, Media / Publishing, Mobile, Real Estate, Robotics / Drones, Social / Messaging, Security, Transportation, VR / AR, Wearables",,,
,,,Nisa Amoils,Scout Ventures,2016,Tbd,17,Seed,"NYC, SFBA, LA, US",$250-$500K,"AI / ML, Cloud, Data / Analytics, Enterprise / SaaS, Fin-Tech, Marketing, Mobile, Robotics / Drones, Security, Transportation, VR / AR",,,
JR,no response,NYC,Carter Weiss,Silas Capital,no response,no response,no response,no response,no response,no response,no response,no response,no response,no response
JR,no response,NYC,Frank Lin,Silas Capital,no response,no response,no response,no response,no response,no response,no response,no response,no response,no response
DK,,NYC,Natalie Hwang,Simon Venture Group,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,,
JB,,SFBA,Jason Spinell,Slack Fund,,,,,,,,,,
MP (from JR),Tony Peccatiello,NYC,Mike Edelhart,Social Starts,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,,
JB,,NYC,Jordan Levy,SoftBank Capital,n/a,$100M,2014,"Series A, Series B, Growth","US, Asia","$3-$10M, $10M+","Ad-Tech, E-Commerce, Enterprise / SaaS, Entertainment / Gaming / Sports, Mobile, Social",,,
JB,,NYC,Josh Guttman,SoftBank Capital,2013,$100M,2014,"Series A, Series B, Growth","US, Asia","$3-$10M, $10M+","Ad-Tech, E-Commerce, Enterprise / SaaS, Entertainment / Gaming / Sports, Mobile, Social",,,
JB,,NYC,Ron Schreiber,SoftBank Capital,2006,$100M,2014,"Series A, Series B, Growth","US, Asia","$3-$10M, $10M+","Ad-Tech, E-Commerce, Enterprise / SaaS, Entertainment / Gaming / Sports, Mobile, Social",,,
DK,,NYC,Elizabeth Galbut,SoGal Ventures,2015,n/a,n/a,"Pre-Seed, Seed, Series A","US, Asia",$0-$250K,"Consumer, Enterprise / SaaS, Hardware / IoT, Health-Tech",,,
MP,,NYC,Jeremy Philips,Spark Capital,2014,$375M,2014,"Series B, Growth",Global,$10M+,All ,"Wealthfront, Affirm, Slack, VivaReal, Fundbox",Life Sciences,
CN,,,Deborah Farrington,StarVest Partners,1999,$250M,2007,"Series B, Growth","NYC, SFBA, LA, US",$3-$10M,"Ad-Tech, AI / ML, Bitcoin / Blockchain, Cloud, Data / Analytics, Enterprise / SaaS, Fin-Tech, Hardware / IoT, Marketing, Marketplaces, Media / Publishing, Mobile, Security","NetSuite, Veracode, Fieldglass, Persado, Ceros","Biotech, B2C, pure hardware",
JR,no response,NYC,David Ambrose,Steadfast Venture Capital,no response,no response,no response,no response,no response,no response,no response,no response,no response,no response
MP,,NYC,Farzam Kamel,Sterling.VC,2014,balance sheet,n/a,"Seed, Series A, Series B",US,$0-$250K,"Media / Publishing, Entertainment / Gaming / Sports, Real Estate",,,"sponsored by Sterling Equities, family run group of companies including the NY Mets, SportsNet NY and various real estate / service businesses. companies that can leverage our network and assets (team, ballpark, corporate sponsors, fan base, cable station, real estate, etc)."
MP,,NYC,Dan Marriott,Stripes Group,2008,$500M,2014,Growth,"US,Global",$10M+,"Consumer, Enterprise / SaaS,Health-Tech","Refinery29,Upwork",,
MP,,NYC,Karen Kenworthy,Stripes Group,2006,$500M,2014,Growth,"US,Global",$10M+,"Consumer, Enterprise / SaaS,Health-Tech","Blue Apron,Grubhub",,
MP,,NYC,Ken Fox,Stripes Group,2005,$500M,2014,Growth,"US,Global",$10M+,"Consumer, Enterprise / SaaS,Health-Tech","Blue Apron,Flatiron Health,Grubhub,Udemy",,
,,,Joseph Coyne,Studio VC,2016,$5.0M,2016,"Pre-Seed, Seed, Series A, Series B","NYC, SFBA, LA, US, Canada, Israel",$0-$250K,"Ad-Tech, AI / ML, Bitcoin / Blockchain, Bots, Consumer, Data / Analytics, E-Commerce, Entertainment / Gaming / Sports, Fin-Tech, Marketing, Marketplaces, Media / Publishing, Mobile, Real Estate, Robotics / Drones, Social / Messaging, Transportation, VR / AR, Wearables","Quanergy Systems, CommonStock, Urbanr, WingTel",Hardware & Healthcare with high science risk,Studio.VC
,,,Liam Lynch,Studio VC,2016,$5.0M,2016,"Pre-Seed, Seed, Series A, Series B","NYC, SFBA, LA, US, Canada, Europe, Israel",$0-$250K,"Ad-Tech, AI / ML, Bitcoin / Blockchain, Bots, Cloud, Consumer, Data / Analytics, E-Commerce, Entertainment / Gaming / Sports, Fin-Tech, Marketing, Marketplaces, Media / Publishing, Mobile, Robotics / Drones, Social / Messaging, Security, Transportation, VR / AR, Wearables","Quanergy Systems, CommonStock, Urbanr, WingTel",,Studio.VC
,,,Adi Levanon ,Symmetrical Ventures,2016,N/A,2015,"Pre-Seed, Seed, Series A","NYC, SFBA, LA, US","$0-$250K, $250-$500K, $500K-$1M","Consumer, E-Commerce, Entertainment / Gaming / Sports, Fin-Tech, Media / Publishing, Mobile, Real Estate",,,
,,,Paul Audet,Symmetrical Ventures,2015,N/A,2015,"Pre-Seed, Seed, Series A","NYC, SFBA, LA, US","$0-$250K, $250-$500K, $500K-$1M","Consumer, E-Commerce, Enterprise / SaaS, Entertainment / Gaming / Sports, Fin-Tech, Media / Publishing, Mobile, Real Estate, Social / Messaging",,,
MP (from CN),Roy Luo,NYC,Ted Coons,Technology Crossover Ventures,no response,no response,no response,no response,no response,no response,no response,no response,no response,no response
MP (from CN),Roy Luo,NYC,Robert Trudeau,Technology Crossover Ventures,no response,no response,no response,no response,no response,no response,no response,no response,no response,no response
MP (from CN),Roy Luo,NYC,Kapil Venkatachalam,Technology Crossover Ventures,no response,no response,no response,no response,no response,no response,no response,no response,no response,no response
,,,Jake Smilovitz,The New York Times,2014,Balance Sheet,n/a,"Seed, Series A","NYC, SFBA, LA, Europe, Israel, Global","$0-$250K, $250-$500K, $500K-$1M","Ad-Tech, AI / ML, Bots, Consumer, Data / Analytics, E-Commerce, Entertainment / Gaming / Sports, Marketing, Media / Publishing, Mobile, Social / Messaging, VR / AR","Indeed, Enigma, Atlas Obscura, Keywee",,
JB,Alex Binkley,NYC,Alex Binkley,Third Kind Venture Capital,awaiting response,awaiting response,awaiting response,awaiting response,awaiting response,awaiting response,awaiting response,awaiting response,awaiting response,awaiting response
JB,,NYC,Keith Hamlin,Third Prime Capital,no response,no response,no response,no response,no response,no response,no response,no response,no response,no response
,,,Wes Barton,Third Prime Capital,2016,$30M,2016,"Seed, Series A","NYC, SFBA, LA, US","$0-$250K, $250-$500K, $500K-$1M, $1-$3M","Ad-Tech, AI / ML, Bitcoin / Blockchain, Clean-Tech / Energy, Cloud, Consumer, Data / Analytics, E-Commerce, Ed-Tech, Enterprise / SaaS, Entertainment / Gaming / Sports, Fin-Tech, Hardware / IoT, HR, Infrastructure, Marketing, Marketplaces, Media / Publishing, Mobile, Real Estate, Robotics / Drones, Social / Messaging, Security, Transportation, VR / AR","Octane Lending, Latch, LoanStreet, USRealty.com",,"Preference to lead Seed rounds, but willing to participate in both Seed and A rounds with strong syndicates.  "
MP,,NYC,Chris Paik,Thrive Capital,2010,$700M,2016,"Series A, Series B, Growth",Global,"$3-$10M, $10M+",All,"Twitch,Patreon,ClassPass,Unity",,
MP,,NYC,Jared Weinstein,Thrive Capital,2011,$700M,2016,"Series A, Series B, Growth",Global,"$3-$10M, $10M+",All,"OpenGov,CapsuleRx,Joyable",,
MP,,NYC,Joshua Kushner,Thrive Capital,2009,$700M,2016,"Series A, Series B, Growth",Global,"$3-$10M, $10M+",All,"Oscar,Zola,Hightower,42Floors,Cadre",,
MP,,NYC,Kareem Zaki,Thrive Capital,2014,$700M,2016,"Series A, Series B, Growth",Global,"$3-$10M, $10M+",All,Honor,,
MP,,NYC,Miles Grimshaw,Thrive Capital,2013,$700M,2016,"Series A, Series B, Growth",Global,"$3-$10M, $10M+",All,"Benchling, Segment,Mapbox,Lattice",,
MP,,NYC,Nabil Mallick,Thrive Capital,2015,$700M,2016,"Series A, Series B, Growth",Global,"$3-$10M, $10M+",All,,,
MP (from CN),Jason Schneider,NYC,Chase Coleman,Tiger Global Management,no response,no response,no response,no response,no response,no response,no response,no response,no response,no response
MP (from CN),Jason Schneider,NYC,Lee Fixel,Tiger Global Management,no response,no response,no response,no response,no response,no response,no response,no response,no response,no response
MP (from CN),Jason Schneider,NYC,Scott Shleifer,Tiger Global Management,no response,no response,no response,no response,no response,no response,no response,no response,no response,no response
CN,,NYC,Westy Hopkins,Time Warner Investments,2016,balance sheet,n/a,"Series A, Series B","NYC, SFBA, LA, US, Canada",$3-$10M,"Ad-Tech, Data / Analytics, Developer Tools, Entertainment / Gaming / Sports, Marketing, Marketplaces, Media / Publishing, Mobile, Social / Messaging, VR / AR","Maker Studios, Krux, Bustle, Mashable, FanDuel, Yieldmo, Simulmedia, NextVR",,
MP (from DK),Deborah Zajac,NYC,David Horowitz,Touchdown Ventures,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,,
,,,Tarik Abbas,Transcendent Holdings,2015,Using my personal funds for now. Raising a fund soon,2015,"Pre-Seed, Seed, Series A","NYC, SFBA, LA, US, Europe",$0-$250K,All,,,
MP (from JR),Zander Farkas,NYC,Brian Hirsch,Tribeca Venture Partners,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,,
MP (from JR),Zander Farkas,NYC,Chip Meakem,Tribeca Venture Partners,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,,
MP (from JR),Zander Farkas,NYC,Somak Chattopadhyay,Tribeca Venture Partners,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,,
,,NYC,Jordan Nof,Tusk Ventures,2015,Fundraise in progress,2016,"Seed, Series A, Series B, Growth","NYC, SFBA, LA, US, Canada, Europe, Israel","$0-$250K, $250-$500K, $500K-$1M, $1-$3M","AI / ML, Bio-Tech, Bitcoin / Blockchain, Clean-Tech / Energy, Consumer, Data / Analytics, E-Commerce, Ed-Tech, Enterprise / SaaS, Entertainment / Gaming / Sports, Fin-Tech, Hardware / IoT, Health-Tech, Infrastructure, Marketplaces, Mobile, Pharma / Life Sciences, Real Estate, Robotics / Drones, Security, Transportation, VR / AR, Wearables, Anything regulated","FanDuel, Lemonade",,
MP,,NYC,Colin Beirne,Two Sigma Ventures,2005,$150M,2014,"Seed, Series A, Series B","US, Israel","$250-$500K, $500K-$1M, $1-$3M, $3-$10M","AI / ML, Data / Analytics, Developer Tools, Enterprise / SaaS, Fin-Tech, Hardware / IoT, Health-Tech, Infrastructure, Security, VR / AR",,,
,,,Dan Abelon,Two Sigma Ventures,2015,$150M,2014,"Seed, Series A, Series B","US, Israel","$250-$500K, $500K-$1M, $1-$3M, $3-$10M","AI / ML, Data / Analytics, Developer Tools, Enterprise / SaaS, Fin-Tech, Hardware / IoT, Health-Tech, Infrastructure, Security, VR / AR",,,
MP,,NYC,David Joerg,Two Sigma Ventures,2001,$150M,2014,"Seed, Series A, Series B","US, Israel","$250-$500K, $500K-$1M, $1-$3M, $3-$10M","AI / ML, Data / Analytics, Developer Tools, Enterprise / SaaS, Fin-Tech, Hardware / IoT, Health-Tech, Infrastructure, Security, VR / AR","WHOOP, Placed",,
MP,,NYC,Wray Thorn,Two Sigma Ventures,2012,$150M,2014,"Seed, Series A, Series B","US, Israel","$250-$500K, $500K-$1M, $1-$3M, $3-$10M","AI / ML, Data / Analytics, Developer Tools, Enterprise / SaaS, Fin-Tech, Hardware / IoT, Health-Tech, Infrastructure, Security, VR / AR",,,
JB,,NYC,Albert Wenger,Union Square Ventures,2008,$175M,2016,"Series A, Series B","US,Europe",n/a,All,"Edmodo,Shapeways,Twilio,Foursquare,10gen,Code Climate,Sift Science",,
JB,,NYC,Andy Weissman,Union Square Ventures,2011,$175M,2016,"Series A, Series B","US,Europe",n/a,All,"Science Exchange,CircleUp,Figure 1,Splice
",,
JB,,NYC,Brad Burnham,Union Square Ventures,2003,$175M,2016,"Series A, Series B","US,Europe",n/a,All,"Stack Overflow,Yieldmo,Tumblr,Meetup",,
JB,,NYC,Fred Wilson,Union Square Ventures,2003,$175M,2016,"Series A, Series B","US,Europe",n/a,All,"Etsy,Twitter,Tumblr,Zynga,MongoDB",,
JB,,NYC,John Buttrick,Union Square Ventures,2010,$175M,2016,"Series A, Series B","US,Europe",n/a,All,"PayJoy,RealtyShares,C2FO,Casetext",,
MP,,NYC,Andrew Farage,United Talent Agency Ventures,2013,balance sheet,n/a,"Pre-Seed, Seed, Series A, Series B","NYC, SFBA, LA, US, Canada, Europe, Israel, Asia, Global","$0-$250K, $250-$500K","Ad-Tech, Data / Analytics, Entertainment / Gaming / Sports, Marketing, Marketplaces, Media / Publishing, Mobile, Robotics / Drones, Social / Messaging, VR / AR","Patreon, Pluto.TV, Thrive Market, Captiv8, Woven Digital, Victorious",Must have entertainment / sports / media / online video focus,"UTA Ventures is the corporate VC arm of United Talent Agency. Looking to align early-stage media & entertainment startups with UTA's client, publisher, and brand relationships.  "
CN,,NYC,Daniel Pianko,University Ventures,2011,$136M,2014,"Pre-Seed, Seed, Series A, Series B, Growth","NYC, SFBA, LA, US, Global","$0-$250K, $3-$10M","Ed-Tech, Entertainment / Gaming / Sports, Fin-Tech, Health-Tech, HR, Media / Publishing, Education","Galvanize, UNICAF, Revature, Vemo, Credly",We only invest in higher education and related businesses. ,
CN,,NYC,Aanand Radia,University Ventures,2014,$136M,2014,"Pre-Seed, Seed, Series A, Series B, Growth","NYC, SFBA, LA, US, Global","$0-$250K, $3-$10M","Ed-Tech, Entertainment / Gaming / Sports, Fin-Tech, Health-Tech, HR, Media / Publishing, Education",,,
CN,,NYC,Ryan Craig,University Ventures,2011,$136M,2014,"Pre-Seed, Seed, Series A, Series B, Growth","NYC, SFBA, LA, US, Global","$0-$250K, $3-$10M","Ed-Tech, Entertainment / Gaming / Sports, Fin-Tech, Health-Tech, HR, Media / Publishing, Education",,,
,,,Daniel Pianko,University Ventures,2011,$136M,2013,"Seed, Series A, Series B, Growth","NYC, US","$0-$250K, $1-$3M, $3-$10M, $10M+",Ed-Tech,"Galvanize, Qubed Education, Examity, Motimatic, Revature",Pre-revenue ,
MP (from DK),Kyle Sullivan,NYC,Ron Rofe,Vaizra Investments,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,,
MP (from JB),John Tenet,NYC,Andrew McCormack,Valar Ventures,no response,no response,no response,no response,no response,no response,no response,no response,no response,no response
MP (from JB),John Tenet,NYC,James Fitzgerald,Valar Ventures,no response,no response,no response,no response,no response,no response,no response,no response,no response,no response
,,,Greg Neufeld,ValueStream Ventures,2013,$10M,2015,"Pre-Seed, Seed, Series A","NYC, SFBA, LA, US, Canada, Europe, Israel, Asia, Global","$0-$250K, $250-$500K, $500K-$1M","AI / ML, Bitcoin / Blockchain, Data / Analytics, Developer Tools, Enterprise / SaaS, Fin-Tech, Infrastructure, Real Estate, Security","Descartes Labs, Estimize, TickerTags, ChartIQ",,We help founders meet and sell into financial services customers
,,,Josh Elwell,ValueStream Ventures,2013,$10M,2015,"Pre-Seed, Seed, Series A","NYC, SFBA, LA, US, Canada, Europe, Israel, Asia, Global","$0-$250K, $250-$500K, $500K-$1M","AI / ML, Bitcoin / Blockchain, Cloud, Data / Analytics, Developer Tools, Enterprise / SaaS, Fin-Tech, Infrastructure, Real Estate, Security",,,
,,,Karl Antle,ValueStream Ventures,2013,$10M,2015,"Pre-Seed, Seed, Series A","NYC, SFBA, LA, US, Canada, Europe, Israel, Asia, Global","$0-$250K, $250-$500K, $500K-$1M","AI / ML, Bitcoin / Blockchain, Cloud, Data / Analytics, Developer Tools, Enterprise / SaaS, Fin-Tech, Infrastructure, Real Estate, Security",,,
,,,Nikhil Kalghatgi,Vast Ventures,2014,no response,no response,"Pre-Seed, Seed, Series A","NYC, SFBA, LA, US","$0-$250K, $250-$500K, $500K-$1M, $1-$3M, $3-$10M","AI / ML, Bio-Tech, Clean-Tech / Energy, Cloud, Consumer, Data / Analytics, Enterprise / SaaS, Fin-Tech, Hardware / IoT, Health-Tech, Mobile, Pharma / Life Sciences, Robotics / Drones, Security, Transportation, VR / AR, Wearables",,,
DK,Shawn Cheng,NYC,Shawn Cheng,Vayner Capital,2013,$25M,2013,"Pre-Seed, Seed, Series A","NYC, SFBA, LA, US, Canada, Europe",$0-$250K,"Consumer, VR / AR","Mindshow, Littlstar, Simile","life sciences, energy","Always down to jam on VR, AR, esports."
JB,,NYC,Richard Kerby,Venrock,2012,$450M,2014,"Seed, Series A, Series B","NYC, SFBA, LA, US, Canada","$0-$250K, $250-$500K, $500K-$1M, $1-$3M, $3-$10M",All,"Luxe Valet, Amino Apps, Beckon, 6Sense, Burner, Pared",,
JB,,NYC,David Pakman,Venrock,2008,$450M,2014,"Seed, Series A, Series B",Global,"$0-$250K, $250-$500K, $500K-$1M, $1-$3M, $3-$10M","AI / ML, Consumer, Enterprise / SaaS","Nest, Dollar Shave Club",,
JB,,NYC,Nick Beim,Venrock,2012,$450M,2014,"Seed, Series A, Series B",Global,"$0-$250K, $250-$500K, $500K-$1M, $1-$3M, $3-$10M","Consumer, Fin-Tech, Enterprise / SaaS",Dataminr,,
,,,Christian Guirnalda,Verizon Ventures,2013,NA,NA,"Seed, Series A, Series B, Growth","NYC, SFBA, LA, US, Canada, Europe, Israel","$0-$250K, $250-$500K, $500K-$1M, $1-$3M, $3-$10M","Ad-Tech, AI / ML, Bitcoin / Blockchain, Bots, Consumer, Data / Analytics, Developer Tools, E-Commerce, Entertainment / Gaming / Sports, Hardware / IoT, Infrastructure, Marketing, Media / Publishing, Mobile, Social / Messaging, Security, Transportation, VR / AR, Wearables",VerizonVentures.com,,
MP (from CN),Michael Lim,NYC,,Warburg Pincus,no response,no response,no response,no response,no response,no response,no response,no response,no response,no response
